#group,false,false,true,true,true,true,true,true,true,true,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,double,dateTime:RFC3339
#default,mean,,,,,,,,,,,
,result,table,_start,_stop,_field,_measurement,domain,entity_id,friendly_name,source,_value,_time
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362416,2026-05-11T13:32:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362445,2026-05-11T13:32:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362474,2026-05-11T13:32:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362502,2026-05-11T13:33:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362531,2026-05-11T13:33:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362559,2026-05-11T13:33:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362587,2026-05-11T13:33:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362614,2026-05-11T13:33:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362642,2026-05-11T13:33:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362669,2026-05-11T13:34:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362696,2026-05-11T13:34:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362722,2026-05-11T13:34:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362747,2026-05-11T13:34:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362772,2026-05-11T13:34:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362796,2026-05-11T13:34:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362819,2026-05-11T13:35:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362844,2026-05-11T13:35:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362868,2026-05-11T13:35:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362893,2026-05-11T13:35:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362917,2026-05-11T13:35:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362941,2026-05-11T13:35:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362966,2026-05-11T13:36:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12362990,2026-05-11T13:36:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363015,2026-05-11T13:36:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363039,2026-05-11T13:36:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363063,2026-05-11T13:36:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363086,2026-05-11T13:36:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363109,2026-05-11T13:37:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363131,2026-05-11T13:37:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363152,2026-05-11T13:37:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363173,2026-05-11T13:37:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363193,2026-05-11T13:37:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363212,2026-05-11T13:37:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363231,2026-05-11T13:38:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363250,2026-05-11T13:38:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363268,2026-05-11T13:38:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363286,2026-05-11T13:38:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363303,2026-05-11T13:38:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363320,2026-05-11T13:38:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363337,2026-05-11T13:39:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363354,2026-05-11T13:39:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363371,2026-05-11T13:39:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363388,2026-05-11T13:39:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363404,2026-05-11T13:39:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363419,2026-05-11T13:39:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363434,2026-05-11T13:40:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363446,2026-05-11T13:40:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363454,2026-05-11T13:40:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363465,2026-05-11T13:40:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363473,2026-05-11T13:40:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363481,2026-05-11T13:41:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363492,2026-05-11T13:41:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363500,2026-05-11T13:41:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363508,2026-05-11T13:41:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363518,2026-05-11T13:41:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363525,2026-05-11T13:41:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363533,2026-05-11T13:42:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363543,2026-05-11T13:42:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363552,2026-05-11T13:42:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363560,2026-05-11T13:42:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363568,2026-05-11T13:42:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363578,2026-05-11T13:43:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363585,2026-05-11T13:43:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363594,2026-05-11T13:43:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363599.5,2026-05-11T13:43:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363612,2026-05-11T13:43:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363622,2026-05-11T13:43:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363633,2026-05-11T13:44:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363644,2026-05-11T13:44:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363656,2026-05-11T13:44:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363668,2026-05-11T13:44:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363682,2026-05-11T13:44:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363696,2026-05-11T13:44:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363712,2026-05-11T13:45:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363728,2026-05-11T13:45:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363747,2026-05-11T13:45:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363767,2026-05-11T13:45:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363788,2026-05-11T13:45:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363810,2026-05-11T13:45:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363836,2026-05-11T13:46:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363866,2026-05-11T13:46:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363897,2026-05-11T13:46:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363927,2026-05-11T13:46:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363954,2026-05-11T13:46:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12363979,2026-05-11T13:46:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364003,2026-05-11T13:47:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364030,2026-05-11T13:47:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364059,2026-05-11T13:47:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364083,2026-05-11T13:47:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364108,2026-05-11T13:47:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364132,2026-05-11T13:47:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364157,2026-05-11T13:48:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364183,2026-05-11T13:48:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364210,2026-05-11T13:48:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364236,2026-05-11T13:48:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364264,2026-05-11T13:48:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364297,2026-05-11T13:48:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364333,2026-05-11T13:49:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364371,2026-05-11T13:49:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364413,2026-05-11T13:49:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364459,2026-05-11T13:49:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364512,2026-05-11T13:49:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364570,2026-05-11T13:49:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364633,2026-05-11T13:50:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364700,2026-05-11T13:50:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364771,2026-05-11T13:50:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364844,2026-05-11T13:50:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12364921,2026-05-11T13:50:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365000,2026-05-11T13:50:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365080,2026-05-11T13:51:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365158,2026-05-11T13:51:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365235,2026-05-11T13:51:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365311,2026-05-11T13:51:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365383,2026-05-11T13:51:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365447,2026-05-11T13:51:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365496,2026-05-11T13:52:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365534,2026-05-11T13:52:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365571,2026-05-11T13:52:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365606,2026-05-11T13:52:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365638,2026-05-11T13:52:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365667,2026-05-11T13:52:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365694,2026-05-11T13:53:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365719,2026-05-11T13:53:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365744,2026-05-11T13:53:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365767,2026-05-11T13:53:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365789,2026-05-11T13:53:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365809,2026-05-11T13:53:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365830,2026-05-11T13:54:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365850,2026-05-11T13:54:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365869,2026-05-11T13:54:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365888,2026-05-11T13:54:30Z
