#group,false,false,true,true,true,true,true,true,true,true,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,double,dateTime:RFC3339
#default,mean,,,,,,,,,,,
,result,table,_start,_stop,_field,_measurement,domain,entity_id,friendly_name,source,_value,_time
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365907,2026-05-11T13:54:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365926,2026-05-11T13:54:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365944,2026-05-11T13:55:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365963,2026-05-11T13:55:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365980,2026-05-11T13:55:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12365998,2026-05-11T13:55:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366015,2026-05-11T13:55:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366032,2026-05-11T13:55:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366049,2026-05-11T13:56:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366066,2026-05-11T13:56:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366083,2026-05-11T13:56:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366102,2026-05-11T13:56:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366123,2026-05-11T13:56:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366147,2026-05-11T13:56:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366170,2026-05-11T13:57:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366192,2026-05-11T13:57:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366214,2026-05-11T13:57:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366232.5,2026-05-11T13:57:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366257,2026-05-11T13:57:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366277,2026-05-11T13:57:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366299,2026-05-11T13:58:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366322,2026-05-11T13:58:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366346,2026-05-11T13:58:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366367.5,2026-05-11T13:58:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366394,2026-05-11T13:58:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366418,2026-05-11T13:58:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366442,2026-05-11T13:59:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366467,2026-05-11T13:59:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366493,2026-05-11T13:59:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366520,2026-05-11T13:59:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366548,2026-05-11T13:59:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366575,2026-05-11T13:59:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366603,2026-05-11T14:00:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366632,2026-05-11T14:00:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366662,2026-05-11T14:00:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366695,2026-05-11T14:00:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366727,2026-05-11T14:00:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366764,2026-05-11T14:00:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366799,2026-05-11T14:01:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366833,2026-05-11T14:01:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366867,2026-05-11T14:01:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366900,2026-05-11T14:01:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366931,2026-05-11T14:01:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366963,2026-05-11T14:01:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12366997,2026-05-11T14:02:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367030,2026-05-11T14:02:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367063,2026-05-11T14:02:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367094,2026-05-11T14:02:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367123,2026-05-11T14:02:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367151,2026-05-11T14:02:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367177,2026-05-11T14:03:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367201,2026-05-11T14:03:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367225,2026-05-11T14:03:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367248,2026-05-11T14:03:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367270,2026-05-11T14:03:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367292,2026-05-11T14:03:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367314,2026-05-11T14:04:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367335,2026-05-11T14:04:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367355,2026-05-11T14:04:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367375,2026-05-11T14:04:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367395,2026-05-11T14:04:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367413,2026-05-11T14:04:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367432,2026-05-11T14:05:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367449,2026-05-11T14:05:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367467,2026-05-11T14:05:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367483,2026-05-11T14:05:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367500,2026-05-11T14:05:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367516,2026-05-11T14:05:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367531,2026-05-11T14:06:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367546,2026-05-11T14:06:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367561,2026-05-11T14:06:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367575,2026-05-11T14:06:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367589,2026-05-11T14:06:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367603,2026-05-11T14:06:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367616,2026-05-11T14:07:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367629,2026-05-11T14:07:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367642,2026-05-11T14:07:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367654,2026-05-11T14:07:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367667,2026-05-11T14:07:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367679,2026-05-11T14:07:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367691,2026-05-11T14:08:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367704,2026-05-11T14:08:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367716,2026-05-11T14:08:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367729,2026-05-11T14:08:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367742,2026-05-11T14:08:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367754,2026-05-11T14:08:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367767,2026-05-11T14:09:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367780,2026-05-11T14:09:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367793,2026-05-11T14:09:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367805,2026-05-11T14:09:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367817,2026-05-11T14:09:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367829,2026-05-11T14:09:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367841,2026-05-11T14:10:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367853,2026-05-11T14:10:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367865,2026-05-11T14:10:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367878,2026-05-11T14:10:30Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367890,2026-05-11T14:10:40Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367904,2026-05-11T14:10:50Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367917,2026-05-11T14:11:00Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367932,2026-05-11T14:11:10Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367947,2026-05-11T14:11:20Z
,,2,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_erzeugte_wirkenergiek_kwh,Bauhof Einspeisung,HA,12367962,2026-05-11T14:11:30Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.249,2026-05-11T13:40:10Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.253,2026-05-11T13:40:20Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.259,2026-05-11T13:40:40Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.263,2026-05-11T13:40:50Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.267,2026-05-11T13:41:00Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.272,2026-05-11T13:41:10Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.277,2026-05-11T13:41:20Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.281,2026-05-11T13:41:30Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.286,2026-05-11T13:41:40Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.291,2026-05-11T13:41:50Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.295,2026-05-11T13:42:00Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.301,2026-05-11T13:42:20Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.307,2026-05-11T13:42:30Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.311,2026-05-11T13:42:40Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.316,2026-05-11T13:42:50Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.322,2026-05-11T13:43:00Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.326,2026-05-11T13:43:10Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.332,2026-05-11T13:43:20Z
,,3,2026-05-11T13:11:30.525520248Z,2026-05-11T14:11:30.487Z,value,kWh,sensor,tr_verbrauch_wirkenergiek_kwh,Bauhof Bezug,HA,812.336,2026-05-11T13:43:30Z

